emailstatus;language;sent;remindersent;remindercount;usesleft;id;token;submitdate;lastpage;startlanguage;ipaddr;Q1;Q2;Q3;Q4;Q5_SQ001;Q6;Q7;Q8;Q9_SQ001;Q9_SQ002;Q9_SQ003;Q9_SQ004;Q9_SQ005;Q9_SQ006;Q9_SQ007;Q9_SQ008;Q9_SQ009;Q9_SQ010;Q9_SQ011;Q9_SQ012;Q9_SQ013;Q9_SQ014;Q9_SQ015;Q9_SQ016;Q9_SQ017;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q10_6;Q10_7;Q10_8;Q11_SQ001;Q11_SQ002;Q11_SQ003;Q11_SQ004;Q11_SQ005;Q11_SQ006;Q12_SQ001;Q12_SQ002;Q12_SQ003;Q12_SQ004;Q12_SQ005;Q12_SQ006;Q12_SQ007;Q13;Emplmnt;Age;Gradyear;filter_$;Age2cats;Grad2cats;age2017
OK;el;2016-12-08 11:10;N;0;0;83;0a5p7CBmbigaJ2j;1/1/1980 0:00:00;13;el;84.205.231.40;1;1962;3;2015;8;4;1;1;1;1;1;4;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;3;1;2;1;2;3;0;1;0;0;0;0;1;0;0;0;0;0;0;1;4;4;4;0;2;2;55
OK;el;2016-12-08 11:07;N;0;0;84;jnPryYmiYMFvKPI;1/1/1980 0:00:00;13;el;94.66.183.211;2;1966;1;2016;8;2;3;3;2;5;5;5;1;1;2;2;5;1;2;2;2;2;2;3;1;2;1;1;1;1;1;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;4;4;1;2;2;51
OK;el;2016-12-08 11:10;N;0;0;85;PZGwodJmLUf4QxO;1/1/1980 0:00:00;13;el;85.73.159.55;1;1983;3;2013;8;1;2;2;2;3;3;3;2;1;2;3;3;1;5;5;2;3;1;2;2;1;1;2;2;2;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;2;4;0;1;2;34
OK;el;2016-12-08 11:10;N;0;0;88;C3qedjnAOezRmS4;1/1/1980 0:00:00;13;el;37.6.102.56;2;1990;3;2014;7;19; ;2;2;3;3;2;2;2;2;2;2;2;2;4;2;2;3;4;2;1;3;3;1;2;1;2;2;0;1;0;0;0;0;0;1;1;1;1;0;1;1;17;1;4;0;1;2;27
OK;el;2016-12-07 12:42;N;0;0;87;vk~Dv12ji4mjKy5;1/1/1980 0:00:00;13;el;94.71.54.176;1;1987;1;2013;9;1;3;4;1;4;4;4;1;1;3;2;3;1;2;2;3;2;3;3;1;1;1;2;1;1;2;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;2;4;1;1;2;30
OK;el;2016-12-08 11:10;N;0;0;89;MrJl3pPXskW7pGL;1/1/1980 0:00:00;13;el;91.138.188.222;2;1976;3;2014;9;4;2;1;2;5;2;1;2;2;1;1;2;2;3;3;2;2;2;2;2;1;2;3;1;2;2;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;4;4;4;0;2;2;41
OK;el;2016-12-08 11:07;N;0;0;90;oMcwPTbJNy2Qxdx;1/1/1980 0:00:00;13;el;85.72.82.229;2;1991;1;2016;7;18; ;5;3;5;4;4;2;2;2;2;2;1;1;1;1;1;2;3;2;1;2;2;1;1;1;1;2;0;1;0;0;0;0;1;0;0;0;1;0;0;3;16;1;4;0;1;2;26
OK;el;2016-12-08 11:07;N;0;0;91;y_rTT22uUFb6dEJ;1/1/1980 0:00:00;13;el;62.74.2.43;1;1992;1;2016;4;1;2;3;2;4;4;4;2;2;4;4;3;3;3;2;3;2;3;3;2;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;3;1;1;4;1;1;2;25
OK;el;2016-12-08 11:10;N;0;0;92;gOva7i~99lw59J3;1/1/1980 0:00:00;13;el;37.6.211.196;2;1968;3;2015;9;2;2;1;1;5;2;4;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;1;1;2;2;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;4;4;0;2;2;49
OK;el;2016-12-07 12:42;2017-01-14 14:21;2;1;93;UG5CctRnRxQJ6f9; ;8;el;81.240.186.43;2;1952;2;2003;8;1;5;2;0;0;0;0;0;0;0;0;0; ;0; ; ;0;0; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;4;2;0;2;1;65
OK;el;2016-12-08 11:10;N;0;0;94;za3~p7NbTfYAiIS;1/1/1980 0:00:00;13;el;90.164.172.151;1;1975;3;2014;10;2;1;4;2;5;5;5;3;2;2;4;2;2;2;4;2;2;2;4;2;1;2;2;2;2;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;4;4;0;2;2;42
OK;el;2016-12-08 11:07;N;0;0;95;TYYicOi~DTsJb9S;1/1/1980 0:00:00;13;el;84.205.244.139;2;1990;1;2014;6;7;2;2;1;3;5;2;1;1;3;2;3;1;4;4;3;3;2;4;2;2;2;2;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;2;7;1;4;1;1;2;27
OK;el;2016-12-08 11:10;N;0;0;96;_Ut~5wirOvLS0KK;1/1/1980 0:00:00;13;el;84.205.231.45;2;1984;3;2014;10;4;3;2;2;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;4;2;4;0;1;2;33
OK;el;2016-12-09 10:46;N;0;0;97;o4wY6fqci~N32nv;1/1/1980 0:00:00;13;el;84.205.227.12;1;1976;3;2011;6;4;2;2;4;5;5;5;5;4;4;5;5;3;5;5;3;2;3;2;2;2;2;1;2;2;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;4;4;4;3;0;2;2;41
OK;el;2016-12-09 10:46;N;0;0;98;lwzyok7U41UE5ga;1/1/1980 0:00:00;13;el;46.198.222.12;1;1977;3;2012;8;2;3;3;2;5;3;3;2;2;2;3;3;2;3;3;2;2;2;2;2;1;2;1;1;1;2;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;4;3;0;2;2;40
OK;el;2016-12-09 10:46;N;0;0;99;CGZJOaXXXRebM~D;1/1/1980 0:00:00;13;el;212.98.152.56;2;1978;3;2012;6;2;4;2;4;3;4;3;5;2;2;4;4;2;3;3;2;4;1;3;2;2;1;1;2;2;1;1;2;1;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;3;0;2;2;39
OK;el;2016-12-09 10:46;N;0;0;100;wLPpiPRrrToodr3;1/1/1980 0:00:00;13;el;85.74.168.9;1;1988;3;2012;10;4;3;1;2;2;2;3;2;2;2;3;2;1;3;3;2;2;1;2;1;1;1;1;3;2;2;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;4;1;3;0;1;2;29
OK;el;2016-12-09 10:55;N;0;0;101;mESSUK8kux9oXDo;1/1/1980 0:00:00;13;el;62.103.28.219;2;1983;3;2008;2;2;1;4;4;5;5;5;5;5;3;3;5;3;5;5;5;3;3;5;5;1;1;3;1;3;3;3;1;0;0;0;0;1;0;1;0;0;0;0;0;0;4;2;2;3;0;1;2;34
OK;el;2016-12-09 10:46;N;0;0;102;Q1y9g~fNaLRGj7h;1/1/1980 0:00:00;13;el;83.212.206.61;1;1974;3;2011;9;1;1;1;2;5;2;5;4;2;2;4;4;1;3;2;1;1;1;2;1;1;1;2;2;2;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;2;1;4;3;0;2;2;43
OK;el;2016-12-09 10:53;N;0;0;103;YWD1qyutrr2fDhQ;1/1/1980 0:00:00;13;el;84.205.231.43;2;1972;3;2010;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;0;1;0;0;0;0;0;0;1;1;1;0;1;1;2;4;3;0;2;2;45
OK;el;2016-12-09 10:54;N;0;0;104;0RhqBtb9XRmzV2W;1/1/1980 0:00:00;13;el;85.75.29.0;1;1985;3;2009;6;2;2;1;3;4;4;4;3;3;4;3;3;4;5;5;5;4;4;4;5;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;4;2;2;3;0;1;2;32
OK;el;2016-12-08 11:07;N;0;0;105;1FGV1bEwgDBmNgW;1/1/1980 0:00:00;13;el;37.6.196.65;1;1990;1;2016;9;16; ;5;1;2;3;3;2;1;2;2;2;1;2;2;1;1;2;3;1;1;2;2;2;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;16;1;4;0;1;2;27
OK;el;2016-12-09 10:54;N;0;0;106;XhTN7g5vcN9hy7S;1/1/1980 0:00:00;13;el;84.205.231.45;2;1983;3;2009;6;1;3;3;3;5;5;5;3;2;4;4;4;3;5;4;4;3;2;4;4;2;1;1;2;2;2;2;2;0;1;0;0;0;0;0;0;0;0;1;0;1;2;1;2;3;0;1;2;34
OK;el;2016-12-08 11:11;N;0;0;107;c_kpbu1cJ1sM8ZD;1/1/1980 0:00:00;13;el;5.55.169.151;1;1980;3;2012;7;2;2;2;2;5;2;5;2;2;2;2;5;2;3;3;2;2;2;2;2;1;1;1;2;2;1;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;2;2;3;3;0;2;2;37
OK;el;2016-12-09 10:46;N;0;0;108;4XPLVnViyWBsvpE;1/1/1980 0:00:00;13;el;37.6.125.20;1;1987;3;2011;6;9;1;4;3;5;5;5;4;2;2;5;5;1;5;5;3;3;3;4;5;1;1;1;1;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;4;1;2;3;0;1;2;30
OK;el;2016-12-09 10:54;N;0;0;109;cud5RnR1hefAvpq;1/1/1980 0:00:00;13;el;5.55.111.24;2;1986;3;2009;9;16; ;3;1;4;5;5;3;3;3;5;3;1;3;3;3;3;3;3;2;1;2;2;2;2;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;3;16;2;3;0;1;2;31
OK;el;2016-12-09 10:46;N;0;0;110;SiE5iGSJBVRPfko;1/1/1980 0:00:00;13;el;193.108.160.85;1;1978;3;2012;10;4;2;2;2;4;3;3;2;2;2;2;2;2;2;3;2;2;3;3;2;2;1;2;1;2;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;4;3;3;0;2;2;39
OK;el;2016-12-09 10:54;N;0;0;111;zcRZbEpgBMtM4WB;1/1/1980 0:00:00;13;el;10.0.1.87;2;1977;3;2010;8;4;2;1;2;5;3;3;3;2;2;3;2;2;2;2;3;2;2;2;2;2;1;2;2;1;1;2;2;1;0;0;0;0;0;0;0;0;0;1;0;1;2;4;4;3;0;2;2;40
OK;el;2016-12-09 10:47;N;0;0;112;v3COw3Dv2dN_Erj;1/1/1980 0:00:00;13;el;62.169.198.182;1;1984;3;2011;8;7;3;4;1;5;5;5;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;2;7;2;3;0;1;2;33
OK;el;2016-12-08 11:07;N;0;0;114;k00BzCZ9wU6x0dX;1/1/1980 0:00:00;13;el;46.176.53.249;1;1988;1;2016;7;16; ;3;2;3;3;3;2;2;2;2;5;2;3;3;2;3;2;3;2;1;1;1;1;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;3;16;1;4;0;1;2;29
OK;el;2016-12-08 11:07;N;0;0;115;wnKnttNO1lsscA6;1/1/1980 0:00:00;13;el;46.176.17.5;2;1990;1;2016;10;4;2;2;1;3;2;2;1;1;1;4;4;1;4;4;4;3;1;2;2;2;2;1;1;1;1;2;2;0;0;0;1;0;0;0;0;0;0;1;0;1;1;4;1;4;1;1;2;27
OK;el;2016-12-09 10:53;N;0;0;116;CgxdxgFtDDtdBay;1/1/1980 0:00:00;13;el;79.167.91.60;1;1984;3;2010;8;4;2;2;1;3;2;1;3;1;2;1;3;2;2;2;2;1;2;2;2;1;1;2;3;1;1;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;2;4;2;3;0;1;2;33
OK;el;2016-12-09 10:47;N;0;0;117;mki~ZirNwmKQsuZ;1/1/1980 0:00:00;13;el;2.85.64.84;2;1985;2;2009;10;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;2;2;3;0;1;2;32
OK;el;2016-12-09 10:53;N;0;0;118;TopwauGH7Z4KB4L;1/1/1980 0:00:00;13;el;85.73.27.241;1;1985;3;2010;9;2;1;2;1;4;5;5;2;1;1;2;5;2;5;5;2;2;2;1;3;2;2;1;1;2;1;2;3;0;1;0;0;0;0;0;1;1;1;1;1;1;1;2;2;3;0;1;2;32
OK;el;2016-12-09 10:50;N;0;0;119;jEqN~5aAzszezyQ;1/1/1980 0:00:00;13;el;46.176.130.187;2;1985;3;2011;8;8;3;4;1;5;5;5;3;1;1;1;1;1;4;5;1;1;1;1;2;1;2;2;2;3;3;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;5;8;2;3;0;1;2;32
OK;el;2016-12-07 12:21;N;0;0;120;yjvmW3vI6DYoWUw;1/1/1980 0:00:00;13;el;77.49.122.254;1;1981;1;2013;9;7;3;4;2;5;4;4;3;2;1;3;3;2;2;2;4;1;2;3;2;1;2;2;1;1;1;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;7;3;4;1;2;2;36
OK;el;2016-12-09 10:54;N;0;0;121;kqK5YGbyvjh~XtH;1/1/1980 0:00:00;13;el;79.107.191.188;1;1973;3;2007;5;2;2;2;3;5;2;2;3;2;2;4;4;4;4;4;4;2;2;2;3;1;1;1;1;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;2;0;2;1;44
OK;el;2016-12-09 10:47;N;0;0;122;dCDTfN_58rG~TEI;1/1/1980 0:00:00;13;el;178.147.169.60;1;1980;3;2012;8;4;2;3;2;2;1;2;3;2;2;3;2;2;2;3;2;2;2;2;2;1;1;2;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2;4;3;3;0;2;2;37
OK;el;2016-12-09 10:54;N;0;0;123;dNaz~1JsuXthNVc;1/1/1980 0:00:00;13;el;80.107.84.170;2;1978;3;2009;8;4;2;2;2;4;3;3;2;2;2;2;3;2;4;3;3;2;2;2;2;1;1;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;4;3;3;0;2;2;39
OK;el;2016-12-09 10:47;N;0;0;124;Am35LyoXvYix2Mj;1/1/1980 0:00:00;13;el;188.4.215.167;1;1979;3;2011;7;16; ;2;2;4;4;4;3;2;2;2;3;2;4;3;2;2;3;2;2;1;1;2;1;1;1;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;2;16;3;3;0;2;2;38
OK;el;2016-12-09 10:54;N;0;0;125;W3Alr2~JhGpQkC7;1/1/1980 0:00:00;13;el;46.246.138.113;2;1979;3;2008;8;2;2;2;3;2;2;4;2;2;2;3;2;3;3;3;3;2;3;2;2;1;2;2;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;2;2;3;3;0;2;2;38
OK;el;2016-12-09 10:47;N;0;0;126;17jnrlI_9g6zKQj;1/1/1980 0:00:00;13;el;89.210.16.171;1;1981;3;2011;6;4;3;2;2;5;2;3;5;2;2;3;3;2;3;3;2;2;3;2;2;1;1;3;1;2;1;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;2;4;3;3;0;2;2;36
OK;el;2016-12-08 11:10;N;0;0;127;D8R2F_hPh~e5Lex;1/1/1980 0:00:00;13;el;5.55.85.130;2;1973;3;2014;9;7;2;2;1;5;1;1;2;1;2;1;1;1;2;3;2;1;1;1;1;1;2;1;1;1;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;7;4;4;0;2;2;44
OK;el;2016-12-04 12:05;2016-12-10 10:30;1;0;128;wF7BoDndWRWpnWm;1/1/1980 0:00:00;13;el;2.84.142.166;1;1976;1;2000;2;1;2;4;3;5;5;5;2;2;2;5;5;4;5;4;4;4;4;4;4;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;3;1;4;1;1;2;1;41
OK;el;2016-12-09 10:54;N;0;0;129;ApM2CfXporxfoFa;1/1/1980 0:00:00;13;el;79.166.94.192;1;1984;3;2009;10;4;2;1;2;3;1;3;2;1;1;1;1;2;1;1;1;1;3;3;1;1;1;2;1;1;1;2;2;0;0;0;1;0;0;0;0;0;1;1;0;0;1;4;2;3;0;1;2;33
OK;el;2016-12-08 11:10;N;0;1;130;KmKhfPGUe2HP4Yw; ;6;el;78.192.189.52;2;1988;3;2013;7;1; ; ;0;0;0;0;0;0;0;0;0; ;0; ; ;0;0; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;1;4;0;1;2;29
OK;el;2016-12-08 11:07;N;0;0;132;onJzRZbTrVRYu~~;1/1/1980 0:00:00;13;el;137.205.1.41;1;1991;1;2016;6;19; ;3;2;4;5;5;2;2;4;4;5;2;3;3;4;2;4;4;3;2;1;1;1;2;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;3;17;1;4;0;1;2;26
OK;el;2016-12-07 12:42;N;0;0;133;zFcAMV0geC7s6L0;1/1/1980 0:00:00;13;el;213.16.254.77;2;1991;1;2015;8;8;3;3;2;3;5;5;2;2;3;4;4;2;1;3;4;2;1;4;3;2;1;1;1;2;1;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;2;8;1;4;1;1;2;26
OK;el;2016-12-07 12:42;N;0;0;135;ARzH4iPUj1lsoTo;1/1/1980 0:00:00;13;el;94.71.112.218;1;1990;1;2014;10;4;2;2;1;2;2;4;1;1;1;1;2;1;1;1;1;1;1;2;1;2;2;2;1;1;2;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;4;1;4;1;1;2;27
OK;el;2016-12-05 15:28;2016-12-11 11:24;1;0;137;~1TzXpylsLjGcMl;1/1/1980 0:00:00;13;el;176.92.245.68;2;1982;1;2007;8;7;3;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;3;3;1;1;1;1;1;1;2;2;0;1;0;0;0;0;0;1;0;0;0;1;1;2;7;3;2;1;2;1;35
OK;el;2016-12-04 12:05;2016-12-11 11:22;1;0;138;QZ_gVXxa2hpEmnp;1/1/1980 0:00:00;13;el;85.75.96.90;2;1972;1;2006;7;1;2;4;2;5;4;5;4;4;3;3;2;3;2;3;2;2;4;4;4;1;1;1;2;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;4;2;1;2;1;45
OK;el;2016-12-05 15:34;2016-12-11 11:25;1;0;139;q9nH5md11feriiS;1/1/1980 0:00:00;13;el;2.86.147.241;2;1981;1;2008;7;4;3;2;1;2;4;4;1;1;1;4;4;1;4;4;4;1;1;1;1;2;1;2;1;2;2;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;4;3;3;1;2;2;36
OK;el;2016-12-05 15:38;2016-12-11 11:25;1;0;140;H6fOKobfkLCEJ5J;1/1/1980 0:00:00;13;el;31.217.178.134;1;1983;1;2009;9;1;2;2;1;3;4;5;2;1;1;2;5;1;4;3;2;2;1;4;3;2;1;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;3;1;1;2;34
OK;el;2016-12-09 10:47;N;0;0;141;2wWsj4YJGvJ9xrL;1/1/1980 0:00:00;13;el;77.28.6.228;1;1977;3;2011;7;4;3;1;4;5;4;5;4;4;3;3;5;3;4;4;3;3;2;2;3;2;1;3;1;3;2;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;4;4;4;3;0;2;2;40
OK;el;2016-12-09 10:54;N;0;0;142;Z0PCXu2yJlWagMN;1/1/1980 0:00:00;13;el;94.65.191.252;1;1979;3;2009;10;1;2;2;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;3;3;0;2;2;38
OK;el;2016-12-05 15:34;2016-12-11 11:25;1;0;143;H6gn_ZrYtqo_GpP;1/1/1980 0:00:00;13;el;62.74.14.98;2;1970;1;2011;10;8;2;4;2;5;2;2;2;2;3;3;2;2;3;3;3;2;2;2;1;1;2;2;1;2;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;8;4;3;1;2;2;47
OK;el;2016-12-05 15:38;2016-12-11 11:25;1;0;144;1YW~6w60qicJdx9;1/1/1980 0:00:00;13;el;46.176.250.118;1;1984;1;2009;7;4;1;1;1;1;2;3;2;1;1;3;3;1;2;2;1;1;1;3;3;2;1;2;1;2;1;2;2;1;0;0;0;0;0;0;0;1;0;0;1;1;2;4;2;3;1;1;2;33
OK;el;2016-12-05 15:34;2016-12-11 11:25;1;0;145;158IBDy9Ol~MH0B;1/1/1980 0:00:00;13;el;94.44.254.82;2;1981;1;2008;7;8;4;3;1;4;3;3;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;2;8;3;3;1;2;2;36
OK;el;2016-12-05 15:31;2016-12-11 11:25;1;0;146;sn3Jxd~O9XCTKhE;1/1/1980 0:00:00;13;el;46.190.94.12;1;1983;1;2008;7;4;3;3;1;4;5;5;4;3;4;4;4;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;3;4;2;3;1;1;2;34
OK;el;2016-12-09 10:47;N;0;0;147;WQPDpnFJg4x92E7;1/1/1980 0:00:00;13;el;79.131.39.30;1;1979;3;2011;6;4;3;1;2;5;3;5;3;2;3;4;5;5;5;5;2;2;4;4;3;1;1;2;1;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;3;4;3;3;0;2;2;38
OK;el;2016-12-08 11:07;N;0;0;148;tN6wMQIpLlOt5VP;1/1/1980 0:00:00;13;el;79.131.141.177;1;1989;1;2015;8;4;2;2;1;5;5;5;1;1;1;3;3;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;2;4;1;4;1;1;2;28
OK;el;2016-12-05 15:34;2016-12-11 11:25;1;0;149;UwqfPw0z3WGqvtx;1/1/1980 0:00:00;13;el;109.178.220.250;1;1982;1;2009;6;4;3;4;2;5;5;5;2;2;2;4;4;3;5;5;5;5;3;5;3;1;1;2;2;1;1;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;2;4;3;3;1;2;2;35
OK;el;2016-12-05 15:39;2016-12-12 17:27;1;0;150;WFezINEiM2NMDlS;1/1/1980 0:00:00;13;el;85.75.246.43;1;1982;1;2008;5;16; ;4;4;5;5;5;5;2;3;2;5;2;5;4;4;2;2;4;3;1;1;2;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;16;3;3;0;2;2;35
OK;el;2016-12-06 10:07;2016-12-12 17:30;1;0;151;T66iiyeKwQQLmxB;1/1/1980 0:00:00;13;el;172.30.1.141;2;1985;1;2011;9;2;2;4;2;4;4;4;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;2;0;0;0;0;0;1;1;0;0;0;0;0;1;1;2;2;3;1;1;2;32
OK;el;2016-12-07 12:42;N;0;0;152;ZmO~fUxz3WXVQHV;1/1/1980 0:00:00;13;el;79.131.76.110;1;1987;1;2014;9;18; ;4;1;5;5;5;1;1;1;1;3;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;16;2;4;0;1;2;30
OK;el;2016-12-06 10:02;2016-12-12 17:29;1;0;153;aYjv9S9Xg7BIBBQ;1/1/1980 0:00:00;13;el;178.128.96.163;1;1983;1;2010;8;1;1;1;1;2;2;2;1;2;2;3;3;1;4;4;2;2;2;5;1;1;1;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;2;3;1;1;2;34
OK;el;2016-12-06 10:07;2016-12-12 17:31;1;0;154;6y2mgavjmrK14Ow;1/1/1980 0:00:00;13;el;79.167.27.69;1;1986;1;2011;9;4;4;3;1;5;5;5;1;1;1;1;3;1;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;4;2;3;1;1;2;31
OK;el;2016-12-06 10:02;2016-12-12 17:29;1;0;155;Zf3fbFly5FX7DPz;1/1/1980 0:00:00;13;el;37.6.1.231;2;1983;1;2012;8;19; ;2;2;4;3;2;2;2;2;3;3;2;3;4;3;1;2;2;3;2;1;1;1;1;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;1;1;17;2;3;0;1;2;34
OK;el;2016-12-08 11:10;2017-01-02 11:11;1;0;156;Kb8o7AHqhCUVqFY;1/1/1980 0:00:00;13;el;37.6.212.115;1;1968;3;2015;9;4;3;1;2;5;5;4;3;2;2;3;3;2;3;3;2;2;2;3;2;2;1;2;2;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;4;4;4;0;2;2;49
OK;el;2016-12-06 10:11;2016-12-12 17:33;1;0;157;3mckYzx3qHrRHCy;1/1/1980 0:00:00;13;el;94.64.154.48;2;1977;1;2013;9;4;1;4;1;5;5;5;2;1;2;4;4;1;3;3;2;1;1;2;1;2;2;2;1;1;2;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;4;4;4;1;2;2;40
OK;el;2016-12-06 10:02;2016-12-12 17:29;1;0;158;_2RTvxBReeky21f;1/1/1980 0:00:00;13;el;2.84.145.201;1;1984;1;2009;8;2;3;1;2;2;3;4;4;2;1;2;3;1;1;1;2;1;2;3;2;2;1;2;3;2;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;2;3;1;1;2;33
OK;el;2016-12-05 15:39;2016-12-12 17:27;2;0;159;ybJVFJsgVmlXkE7;1/1/1980 0:00:00;13;el;204.96.25.148;1;1974;1;2009;8;4;3;3;2;3;3;3;2;2;2;2;2;2;3;3;2;2;4;3;2;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;4;4;3;1;2;2;43
OK;el;2016-12-08 11:07;2016-12-13 09:39;1;0;160;1oQbo2uicqljYj5;1/1/1980 0:00:00;13;el;68.198.32.208;2;1980;1;2016;2;4;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;3;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;5;4;3;4;1;2;2;37
OK;el;2016-12-07 12:42;2016-12-13 09:37;1;0;161;zxeJpWgFN2l_4Ut;1/1/1980 0:00:00;13;el;5.55.198.76;2;1986;1;2015;7;4;5;4;1;3;4;4;1;1;2;2;3;2;2;4;5;2;2;2;2;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;2;4;2;4;1;1;2;31
OK;el;2016-12-07 12:42;2016-12-13 09:37;1;0;162;WT7EENmmYlH95EV;1/1/1980 0:00:00;13;el;62.74.8.39;1;1984;1;2014;10;4;2;1;1;2;5;3;1;1;2;2;3;1;2;1;2;2;1;2;2;1;1;2;2;2;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;4;2;4;1;1;2;33
OK;el;2016-12-07 12:42;2016-12-13 09:37;1;0;163;BopSUv9DQQO4Nm8;1/1/1980 0:00:00;13;el;46.246.182.29;1;1990;1;2015;9;16; ;2;2;3;4;4;2;2;1;3;3;1;2;2;2;1;1;2;2;1;2;3;2;1;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;16;1;4;0;1;2;27
